Date,Open,High,Low,Close,Volume,MA_7,MA_21,MA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,ROC,ATR,Volume_MA,Volume_Ratio,Momentum,Symbol
2024-05-14 00:00:00+05:30,0.18713709531757067,0.19197603898907434,0.1912414928609634,0.19433595884690233,0.016141074468369373,0.19210776953716435,0.19965895400899963,0.21196768007684458,0.1959866717174906,0.20209525019537491,0.4771469324913335,0.4715874087814071,0.3619947146788381,0.19943842931130076,0.19894437195976447,0.19462353593496465,0.41546048606618846,0.1863349806782152,0.18904410848543657,0.06851956322902057,0.4846153001422998,RELIANCE.NS
2024-05-15 00:00:00+05:30,0.1924922105052982,0.19276953856030282,0.19486241444262284,0.19328874931969506,0.011331814351259403,0.19197831112036212,0.19897871084093505,0.2115661468647404,0.1956158658257803,0.201588775492151,0.47889736496887775,0.4683750290013688,0.3749316824638071,0.19875686800789313,0.19836186708073475,0.1938654866060984,0.4219370572191625,0.1847513441115488,0.18171903553902452,0.04975484491319118,0.4786187621243433,RELIANCE.NS
2024-05-16 00:00:00+05:30,0.19195737257464002,0.19209232137353954,0.1906844123368517,0.1957896822342666,0.03303477034845796,0.19292934650884758,0.19845089616655703,0.21139091879704647,0.19569426382814145,0.201316208127265,0.4836172178659288,0.46687903712996653,0.37226454230238765,0.19818971739618294,0.19757902985570938,0.1935480791830261,0.4161415126304418,0.1870135778905883,0.18670365741187772,0.14173658623004595,0.4885091360980837,RELIANCE.NS
2024-05-17 00:00:00+05:30,0.19319161350817926,0.19474640297765117,0.1949250814253514,0.1986420573105578,0.024512562364977394,0.19361250074926117,0.19804910305611562,0.21124564287035158,0.19620782570600573,0.20128657894879728,0.49099458854977485,0.4673608039735654,0.4280307761374871,0.19778786868043943,0.1968359660457679,0.19352123000789676,0.4319359037696348,0.19376253979591168,0.17916067656077728,0.10893348435216424,0.5330550842306667,RELIANCE.NS
2024-05-21 00:00:00+05:30,0.19389096492938246,0.19601185733820153,0.19836492650596463,0.19875918210428042,0.02509560178568341,0.1952855308423203,0.19767204465577554,0.21092152244070728,0.19666072102541451,0.20126832242800982,0.49739493023959125,0.4692024684151483,0.38510511783303636,0.197310562735909,0.19576690214130274,0.1936853659001083,0.4335582456386025,0.1924994230804526,0.17490332819440574,0.11382226030397638,0.5485267422534449,RELIANCE.NS
2024-05-22 00:00:00+05:30,0.19681876759732975,0.20338576520017587,0.20133823478144666,0.2055179876198144,0.02308697965002635,0.1974056891845421,0.19754535387512612,0.21065093891856906,0.1981036065117057,0.20177626682512786,0.5101960833560154,0.4735884040331743,0.46100932619124374,0.1970410252816607,0.19474301943785113,0.19421976202322652,0.5416791209490984,0.2018876633034647,0.1748392131704825,0.10474456207960178,0.5927352007673771,RELIANCE.NS
2024-05-23 00:00:00+05:30,0.20292813696878576,0.20980204417439213,0.20655375854754113,0.21251799022936566,0.03280233330736079,0.2007258508293545,0.19762825453416288,0.21056904064605214,0.20042194853197895,0.20278846330084246,0.5281356182614607,0.48117886984945724,0.5287718419966952,0.197416201820398,0.19622163516541083,0.19341973726085707,0.619422223107838,0.22000440480938221,0.17484173644420686,0.14882085577825743,0.6013796851424889,RELIANCE.NS
2024-05-24 00:00:00+05:30,0.20980541096579564,0.20878283278128712,0.21243076662141716,0.21091955536364623,0.015931069620410916,0.2031228595326482,0.1979080397366776,0.2104373670996299,0.20213296162403957,0.20359986268168515,0.5405126512040562,0.49006733668804203,0.6133503484184846,0.19783840598203659,0.19751934497328064,0.19290444645433177,0.6451104587402487,0.18501526088692294,0.1717011651568897,0.07339345487351934,0.6207192576709616,RELIANCE.NS
2024-05-27 00:00:00+05:30,0.20887290327379,0.2077978391746516,0.2083781644802832,0.20706131689682059,0.014885208472318246,0.2051135594580678,0.19812297668873102,0.2103640056357044,0.20297581533520795,0.20405102406843775,0.5459196924576479,0.49840834563844727,0.6150695048467588,0.19792649839940016,0.1977645807880751,0.19282376972796114,0.5830293196911935,0.18603324805413318,0.1630152513405682,0.0716337521013384,0.592371789698637,RELIANCE.NS
2024-05-28 00:00:00+05:30,0.20551997775511588,0.20604670185324497,0.20592707634008126,0.20429163409387516,0.01755989833433668,0.20634243960972187,0.19807250262132553,0.21030381166877243,0.2032547602754546,0.2042537923985285,0.5469924984652349,0.5053252372650223,0.6453817187567064,0.19797773832727825,0.19787376939986442,0.19281201312625365,0.6129947272009637,0.18377101552076652,0.1615291811230506,0.08515525933930922,0.5868424762416502,RELIANCE.NS
2024-05-29 00:00:00+05:30,0.19962318541767404,0.2004375856082326,0.20194404707818972,0.20004067510920884,0.016579514939189445,0.206544597147296,0.19791506075722748,0.21010326214848163,0.20282433681452558,0.20411269630959747,0.5430340184025041,0.5099580875425154,0.5473415106967666,0.19763730812553773,0.1971675857294974,0.1928698871221234,0.5557307624646692,0.17178125137443218,0.16165560776683835,0.08034841018540277,0.5527841169698412,RELIANCE.NS
2024-05-30 00:00:00+05:30,0.1966062121524394,0.1956219555650252,0.19683298158818727,0.1956518843722075,0.029655534475631205,0.20609546539834256,0.19737788527020528,0.21006086565518878,0.20177208407158262,0.2036433176484896,0.5350251449192621,0.511842136555035,0.57808583455741,0.1970455880366009,0.19615404815294926,0.1927456006411624,0.5339999415285556,0.16192176523500698,0.16327120790048455,0.1425273190025979,0.5401936983550223,RELIANCE.NS
2024-05-31 00:00:00+05:30,0.19545429804513453,0.19612813768603743,0.1974318328814821,0.19718142030689748,0.06976621343457086,0.2048904900852686,0.1968885102722714,0.21005464419079845,0.20112151955437682,0.2033273666694206,0.5304188642544168,0.5123013255950911,0.5566814397047435,0.19653810023636833,0.19509554378283747,0.1928379497217235,0.5105775495046871,0.1604701281435504,0.17871034773135425,0.310703535155637,0.5365336662175318,RELIANCE.NS
2024-06-03 00:00:00+05:30,0.20963399710213182,0.2158968215191811,0.20766788632664787,0.21920789681387007,0.04834023551781877,0.20585745550143075,0.1974738200346049,0.21058770717449288,0.2040242169705956,0.20473401432337493,0.5510123427166278,0.5173542307627017,0.7271892333133326,0.19760957941957838,0.1989645145905166,0.19092512256916702,0.6731448087345321,0.20622384961322415,0.18272090202399388,0.2112569620796621,0.6087778968433548,RELIANCE.NS
2024-06-04 00:00:00+05:30,0.21376175095635647,0.21139586645182634,0.17989828933447086,0.18805253223227894,0.082428986615009,0.20255223438073094,0.1969827744612896,0.21034345864634169,0.20159600606010866,0.20363340348892886,0.5327648795990014,0.5172447797745835,0.4417998817034893,0.19729722492105148,0.19921803483569292,0.19003056482459116,0.43644220169676134,0.2997106568640606,0.21005626479859596,0.31950600746050156,0.49094932777890715,RELIANCE.NS
2024-06-05 00:00:00+05:30,0.1929035912597571,0.1930910267483012,0.186805850253466,0.19452198257165446,0.03921679535799557,0.2007397871543054,0.19699915300594956,0.21031741333728843,0.20055561278431658,0.20311386674388512,0.5255896624324412,0.5155246702015988,0.4861878730052847,0.19756781545154403,0.19904810982488894,0.19075326944368456,0.4619638176346582,0.32240847539066403,0.21280465444898838,0.15030119373362535,0.48985909457268684,RELIANCE.NS
2024-06-06 00:00:00+05:30,0.19646908670872576,0.1965248732883768,0.19718115514843784,0.19751212161972878,0.040094394848364884,0.19975987001822398,0.19740195076359374,0.2102470903622638,0.20014405548673356,0.2028635573550441,0.5233518214494107,0.5136394157898362,0.4888924172902344,0.19775101619095406,0.19908400520792605,0.1910838933615637,0.4819279429584326,0.31748810156968077,0.22065302415367594,0.14888618349984697,0.47475071992677637,RELIANCE.NS
2024-06-07 00:00:00+05:30,0.1946863125366981,0.20426815741034027,0.19861557260864196,0.20808093973939532,0.04167289820567155,0.2009220174616861,0.1980892116636741,0.21035691440475596,0.20145270617855457,0.2034454386723711,0.5333372385761163,0.5144031546212969,0.5282336724629575,0.1988154760167721,0.1996096523601613,0.1926716018332905,0.5080929857424777,0.33373851422778644,0.22769234614178313,0.1505488036851948,0.520594528250039,RELIANCE.NS
2024-06-10 00:00:00+05:30,0.20605474959316156,0.21010983547356815,0.21019552095044933,0.2084805738735321,0.02077450122052238,0.20277628835856187,0.19912244609442314,0.21045169048933254,0.20262267198850145,0.2040144812662452,0.5416098327743469,0.5168963758035221,0.529565076067867,0.19971358087037913,0.2002789442787827,0.19377381736928487,0.4634885679984069,0.3405629550754585,0.2265236433344907,0.0753902383847757,0.5366373520178891,RELIANCE.NS
2024-06-11 00:00:00+05:30,0.20579423278379577,0.20472651000017916,0.20646324952418313,0.20442255222991404,0.026440127713054748,0.20382292840577015,0.1997809619169264,0.2105390877932965,0.20297645949219487,0.20422887093689182,0.5435440630939684,0.5193310401690767,0.4734292653636187,0.2004713037552092,0.20017055826976773,0.19541129852639869,0.44680760681377235,0.33026985759477884,0.2296178538963735,0.09481468929657406,0.5317831454900763,RELIANCE.NS
